Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Buffalo Sabres,19721973,78,37,27,14,--,88,0.564,37,37,0,257,219,3.29,2.81,--,--,--,--,31.9,29.1,--
Ottawa Senators,20132014,82,37,31,--,14,88,0.537,27,30,7,229,258,2.79,3.15,18.5,80.9,14.8,82.5,32.8,34.7,51.2
Detroit Red Wings,19491950,70,37,19,14,--,88,0.629,37,37,0,229,164,3.27,2.34,--,--,--,--,--,--,--
Detroit Red Wings,19531954,70,37,19,14,--,88,0.629,37,37,0,191,132,2.73,1.89,--,--,--,--,--,--,--
St. Louis Blues,19681969,76,37,25,14,--,88,0.579,37,37,0,204,157,2.68,2.07,--,--,--,--,28.7,31.5,--
Dallas Stars,20092010,82,37,31,--,14,88,0.537,28,30,7,230,244,2.8,2.98,18.6,77.4,16.2,80.6,30.8,31.2,48.1
Boston Bruins,20002001,82,36,30,8,8,88,0.537,32,36,0,227,249,2.77,3.04,16.4,82.8,14.6,84.9,28.8,26.7,49.2
Buffalo Sabres,19781979,80,36,28,16,--,88,0.55,36,36,0,280,263,3.5,3.29,20.6,78.7,19.1,82.2,30,30,--
Minnesota North Stars,19791980,80,36,28,16,--,88,0.55,36,36,0,311,253,3.89,3.16,23.8,81.9,21.6,83.6,31.4,28.6,--
New Jersey Devils,20132014,82,35,29,--,18,88,0.537,26,35,0,197,195,2.4,2.38,19.5,86.4,17.8,89.8,26.8,25.5,47
New York Islanders,19741975,80,33,25,22,--,88,0.55,33,33,0,264,221,3.3,2.76,--,--,--,--,29.6,29.3,--
Edmonton Oilers,19992000,82,32,26,16,8,88,0.537,28,32,0,226,212,2.76,2.59,15.8,85.4,14.6,87.8,28.2,28.3,51.1
New Jersey Devils,19921993,84,40,37,7,--,87,0.518,36,40,0,308,299,3.67,3.56,19.3,81.4,14.5,83.3,33,29.8,--
New York Islanders,19921993,84,40,37,7,--,87,0.518,37,40,0,335,297,3.99,3.54,21.6,79.5,19.7,82.7,31,29.4,--
Pittsburgh Penguins,19881989,80,40,33,7,--,87,0.544,38,40,0,347,349,4.34,4.36,24.5,77,21.2,81.3,28.5,35.7,--
Montréal Canadiens,19851986,80,40,33,7,--,87,0.544,39,40,0,330,280,4.13,3.5,25.2,79.4,22.9,81.9,29.4,27.1,--
Detroit Red Wings,19641965,70,40,23,7,--,87,0.621,40,40,0,224,175,3.2,2.5,--,--,--,--,35,27.9,--
Winnipeg Jets (1979),19921993,84,40,37,7,--,87,0.518,38,40,0,322,320,3.83,3.81,20.9,81.7,18,82.4,30.7,32.7,--
Winnipeg Jets,20162017,82,40,35,--,7,87,0.53,33,37,3,246,255,3,3.11,18.2,77.5,14.8,81.1,29.9,31,48.5
Pittsburgh Penguins,19911992,80,39,32,9,--,87,0.544,37,39,0,343,308,4.29,3.85,21.8,79.9,18.4,84.1,31.8,31.5,--
Chicago Blackhawks,19931994,84,39,36,9,--,87,0.518,37,39,0,254,240,3.02,2.86,17.5,83.4,14.9,86.9,30.3,29.3,--
Minnesota Wild,20232024,82,39,34,--,9,87,0.53,32,36,3,248,260,3.02,3.17,22.7,74.5,18.7,75.7,30.1,29.7,47.3
New Jersey Devils,19911992,80,38,31,11,--,87,0.544,36,38,0,289,259,3.61,3.24,17.5,81.8,14.5,85.8,31.2,28.6,--
New York Rangers,20092010,82,38,33,--,11,87,0.53,34,35,3,219,214,2.67,2.61,18.3,84.3,16,85.9,29.6,29.9,49.2
Philadelphia Flyers,19811982,80,38,31,11,--,87,0.544,38,38,0,325,313,4.06,3.91,26.5,73.3,24.8,76.2,34,30,--
Philadelphia Flyers,20232024,82,38,33,--,11,87,0.53,30,34,4,231,258,2.82,3.15,12.2,83.4,10.6,90,33,27.1,49.7
St. Louis Blues,20102011,82,38,33,--,11,87,0.53,31,34,4,236,228,2.88,2.78,18.6,81.7,18.3,84.2,30.2,27.7,47.3
Los Angeles Kings,19971998,82,38,33,11,--,87,0.53,35,38,0,227,225,2.77,2.74,14.2,84.2,10.9,86.7,26.8,30.3,51.2
Minnesota Wild,20152016,82,38,33,--,11,87,0.53,34,35,3,213,204,2.6,2.49,18.5,77.9,16.2,81.4,29,28.6,52.5
Boston Bruins,19801981,80,37,30,13,--,87,0.544,37,37,0,316,272,3.95,3.4,25.4,76.8,23,80.7,29,24.8,--
Montréal Canadiens,19971998,82,37,32,13,--,87,0.53,34,37,0,235,208,2.87,2.54,18.3,84.5,16.1,87.8,27.8,26,50
St. Louis Blues,19981999,82,37,32,13,--,87,0.53,36,37,0,237,209,2.89,2.55,20.3,87.9,18.9,89.7,30.1,22.8,52.2
Boston Bruins,20022003,82,36,31,11,4,87,0.53,30,36,0,245,237,2.99,2.89,18.2,82.7,14.8,85.3,32.1,28.3,49.6
Montréal Canadiens,20012002,82,36,31,12,3,87,0.53,34,36,0,207,209,2.52,2.55,15,86.3,13.6,88.8,25.5,31.7,52.8
Carolina Hurricanes,20162017,82,36,31,--,15,87,0.53,28,33,3,212,230,2.59,2.8,17.8,84.2,15.2,89.1,30.4,28.3,53.1
Chicago Blackhawks,19911992,80,36,29,15,--,87,0.544,34,36,0,257,236,3.21,2.95,17.3,84.2,15.2,86.5,33.1,25.4,--
San Jose Sharks,19992000,82,35,30,10,7,87,0.53,31,35,0,225,214,2.74,2.61,16.5,83.6,15.4,87.9,27.4,28.7,49.3
Minnesota North Stars,19801981,80,35,28,17,--,87,0.544,35,35,0,291,263,3.64,3.29,21.6,78.9,18.4,81.2,32.2,29.9,--
Chicago Blackhawks,19791980,80,34,27,19,--,87,0.544,34,34,0,241,250,3.01,3.13,23.6,80.8,20.3,82.8,30.2,31.1,--
St. Louis Blues,19701971,78,34,25,19,--,87,0.558,34,34,0,223,208,2.86,2.67,--,--,--,--,30.9,29,--
Atlanta Flames,19771978,80,34,27,19,--,87,0.544,34,34,0,274,252,3.43,3.15,22.5,80.2,20.4,81.7,29.2,26.7,--
New York Islanders,19841985,80,40,34,6,--,86,0.538,39,40,0,345,312,4.31,3.9,25.1,82.2,22.6,85.8,30.2,32.4,--
Pittsburgh Penguins,20192020,69,40,23,--,6,86,0.623,29,37,3,221,196,3.2,2.84,19.9,82.1,17.5,85.3,31.9,29.7,48.9
Ottawa Senators,20222023,82,39,35,--,8,86,0.524,31,37,2,259,270,3.16,3.29,23.5,80.1,19.9,83.1,33.5,31.4,51.5
Chicago Blackhawks,19851986,80,39,33,8,--,86,0.538,36,39,0,351,349,4.39,4.36,25.9,77.9,22.9,81.8,32.4,34.9,--
Los Angeles Kings,20162017,82,39,35,--,8,86,0.524,25,37,2,199,201,2.43,2.45,19.1,84.6,17.8,86.6,31.1,25.9,50.8
Minnesota Wild,20102011,82,39,35,--,8,86,0.524,31,36,3,203,228,2.48,2.78,18.2,82.8,15.8,85.1,26.2,32,50.8
Arizona Coyotes,20182019,82,39,35,--,8,86,0.524,30,35,4,209,220,2.55,2.68,16.3,85,12.8,92,30.7,30.8,47.9
Vegas Golden Knights,20192020,71,39,24,--,8,86,0.606,30,36,3,224,209,3.15,2.94,22,76.6,20.4,80.8,34.5,29.3,50
New York Rangers,19791980,80,38,32,10,--,86,0.538,38,38,0,308,284,3.85,3.55,25.7,82.2,23.4,84.9,29.8,28.7,--
New York Rangers,19961997,82,38,34,10,--,86,0.524,35,38,0,258,231,3.15,2.82,22,79.9,20.2,84.3,30.8,31.6,--
Buffalo Sabres,19921993,84,38,36,10,--,86,0.512,34,38,0,335,297,3.99,3.54,20.3,83.5,16.7,86.5,31.8,31.9,--
Washington Capitals,19861987,80,38,32,10,--,86,0.538,33,38,0,285,278,3.56,3.48,19.2,80.9,14.8,84.2,28.4,29.5,--
Vancouver Canucks,19741975,80,38,32,10,--,86,0.538,38,38,0,271,254,3.39,3.18,--,--,--,--,30.4,29,--
New Jersey Devils,19951996,82,37,33,12,--,86,0.524,30,37,0,215,202,2.62,2.46,15,84.6,12.5,88.1,32.2,26.5,--
Boston Bruins,19851986,80,37,31,12,--,86,0.538,35,37,0,311,288,3.89,3.6,22.6,76,21.4,77.7,30.8,27.3,--
Detroit Red Wings,19721973,78,37,29,12,--,86,0.551,37,37,0,265,243,3.4,3.12,--,--,--,--,32.9,27.6,--
St. Louis Blues,19691970,76,37,27,12,--,86,0.566,37,37,0,224,179,2.95,2.36,--,--,--,--,31.4,28.7,--
St. Louis Blues,19841985,80,37,31,12,--,86,0.538,35,37,0,299,288,3.74,3.6,21.9,76.1,18.9,78.4,31.1,29.8,--
Minnesota North Stars,19711972,78,37,29,12,--,86,0.551,37,37,0,212,191,2.72,2.45,--,--,--,--,31,32.3,--
Florida Panthers,20182019,82,36,32,--,14,86,0.524,26,33,3,264,273,3.22,3.33,26.8,81.3,21.9,82.6,33,30.7,49.8
Toronto Maple Leafs,19731974,78,35,27,16,--,86,0.551,35,35,0,274,230,3.51,2.95,--,--,--,--,34.8,29.2,--
Carolina Hurricanes,20152016,82,35,31,--,16,86,0.524,25,33,2,196,221,2.39,2.7,16.8,84.3,14.7,85.8,29.9,27.6,53.7
Florida Panthers,20062007,82,35,31,--,16,86,0.524,30,33,2,245,249,2.99,3.04,18.1,82.4,16.3,83.5,33.3,29.3,47.9
Carolina Hurricanes,19981999,82,34,30,18,--,86,0.524,33,34,0,210,202,2.56,2.46,11,85.3,9.4,86.7,26.1,29.3,49.6
Vancouver Canucks,19931994,84,41,40,3,--,85,0.506,36,41,0,279,276,3.32,3.29,18.8,81.7,16.3,84.7,31.3,27.2,--
Boston Bruins,19861987,80,39,34,7,--,85,0.531,37,39,0,301,276,3.76,3.45,19.6,81.5,18.2,85.5,30.1,29.6,--
Philadelphia Flyers,19871988,80,38,33,9,--,85,0.531,37,38,0,292,292,3.65,3.65,18,81.1,16.7,84.2,31,30.6,--
Ottawa Senators,20152016,82,38,35,--,9,85,0.518,26,32,6,230,241,2.8,2.94,15.8,75.8,14.6,82.5,28.4,32.8,50.6
Florida Panthers,20072008,82,38,35,--,9,85,0.518,29,33,5,211,220,2.57,2.68,19.2,82.4,18.2,83.4,31.1,33.6,48.8
Washington Capitals,19871988,80,38,33,9,--,85,0.531,36,38,0,281,249,3.51,3.11,20,81,16.8,83,30.8,27.8,--
Edmonton Oilers,20082009,82,38,35,--,9,85,0.518,31,32,6,228,244,2.78,2.98,17,77.5,14.7,78.4,28.1,32.5,47.9
Los Angeles Kings,19751976,80,38,33,9,--,85,0.531,38,38,0,263,265,3.29,3.31,--,--,--,--,29,28.8,--
Minnesota North Stars,19851986,80,38,33,9,--,85,0.531,34,38,0,327,305,4.09,3.81,24.4,79.3,21.1,82.1,32,33.6,--
Hartford Whalers,19891990,80,38,33,9,--,85,0.531,38,38,0,275,268,3.44,3.35,20.1,81.6,17.6,84.5,28.3,26.6,--
Philadelphia Flyers,19721973,78,37,30,11,--,85,0.545,37,37,0,296,256,3.79,3.28,--,--,--,--,33.6,34.4,--
Buffalo Sabres,19871988,80,37,32,11,--,85,0.531,37,37,0,283,305,3.54,3.81,17.2,78.1,14.4,80,29.9,32.2,--
Buffalo Sabres,20032004,82,37,34,7,4,85,0.518,35,37,0,220,221,2.68,2.7,15.8,84.8,13.4,86.8,28.1,28.5,50.3
Toronto Maple Leafs,19611962,70,37,22,11,--,85,0.607,37,37,0,232,180,3.31,2.57,--,--,--,--,32.2,31.2,--
Toronto Maple Leafs,20102011,82,37,34,--,11,85,0.518,30,32,5,213,245,2.6,2.99,16,77.5,13.5,79.3,28.8,31,50.5
Florida Panthers,20052006,82,37,34,--,11,85,0.518,25,33,4,236,252,2.88,3.07,15.3,82.3,12.4,83.3,33.2,34.8,50.7
St. Louis Blues,19921993,84,37,36,11,--,85,0.506,35,37,0,282,278,3.36,3.31,21.9,83.7,18.4,87,29,33.8,--
Minnesota North Stars,19721973,78,37,30,11,--,85,0.545,37,37,0,254,230,3.26,2.95,--,--,--,--,31.6,31.9,--
Winnipeg Jets (1979),19891990,80,37,32,11,--,85,0.531,33,37,0,298,290,3.73,3.63,18.7,82.9,16.7,87.1,30.4,29.7,--
New York Rangers,19901991,80,36,31,13,--,85,0.531,35,36,0,297,265,3.71,3.31,23.7,79.8,21.1,82.3,30.6,31.9,--
New York Rangers,19891990,80,36,31,13,--,85,0.531,34,36,0,279,267,3.49,3.34,23.5,78.7,21.7,80.7,29.8,30,--
Pittsburgh Penguins,19781979,80,36,31,13,--,85,0.531,36,36,0,281,279,3.51,3.49,21.5,77.2,19.9,80,32.3,30.9,--
Montréal Canadiens,19631964,70,36,21,13,--,85,0.607,36,36,0,209,167,2.99,2.39,--,--,--,--,35.7,28.2,--
Washington Capitals,20012002,82,36,33,11,2,85,0.518,30,36,0,228,240,2.78,2.93,19.4,82.2,16.7,82.8,28,28.7,53.3
Anaheim Ducks,19961997,82,36,33,13,--,85,0.518,33,36,0,245,233,2.99,2.84,16.8,81.6,13.5,84.2,28.4,32.8,--
Buffalo Sabres,19992000,82,35,32,11,4,85,0.518,30,35,0,213,204,2.6,2.49,10.5,85,7.7,87.3,27.2,26.9,47.9
Toronto Maple Leafs,19681969,76,35,26,15,--,85,0.559,35,35,0,234,217,3.08,2.86,--,--,--,--,32.5,32.4,--
Hartford Whalers,19851986,80,40,36,4,--,84,0.525,39,40,0,332,302,4.15,3.78,22.1,80.4,20,83.7,29.6,28.7,--
Buffalo Sabres,20232024,82,39,37,--,6,84,0.512,33,37,2,244,243,2.98,2.96,16.6,79.8,12.1,82.7,30.9,29.3,45
New Jersey Devils,20152016,82,38,36,--,8,84,0.512,27,36,2,182,202,2.22,2.46,19.9,83,16.8,84.9,24.4,28.6,46.4
Pittsburgh Penguins,19961997,82,38,36,8,--,84,0.512,37,38,0,285,280,3.48,3.41,21.8,81.1,18.3,84.3,29.4,34.3,--
Toronto Maple Leafs,20132014,82,38,36,--,8,84,0.512,24,29,9,222,252,2.71,3.07,19.8,78.4,15.1,81,27.9,35.9,48.3
Tampa Bay Lightning,20112012,82,38,36,--,8,84,0.512,25,35,3,232,278,2.83,3.39,15.2,79.2,10.8,79.9,27.2,30.5,48.6
Edmonton Oilers,19881989,80,38,34,8,--,84,0.525,34,38,0,325,306,4.06,3.83,19.8,82.8,15.8,88.8,27.8,30.4,--
Minnesota Wild,20092010,82,38,36,--,8,84,0.512,28,33,5,214,239,2.61,2.91,19.1,82.7,14.9,84,27.6,29.5,52.2
Minnesota Wild,20052006,82,38,36,--,8,84,0.512,32,33,5,226,212,2.76,2.59,17,87.4,15.5,89.9,26.8,30,48.3
New York Islanders,20212022,82,37,35,--,10,84,0.512,34,35,2,229,231,2.79,2.82,22.1,84.2,18.8,86.5,28.9,32.5,51.3
Boston Bruins,19671968,74,37,27,10,--,84,0.568,37,37,0,259,216,3.5,2.92,--,--,--,--,33.3,29.5,--
Carolina Hurricanes,19992000,82,37,35,10,0,84,0.512,33,37,0,217,216,2.65,2.63,17,84.2,14.9,85.4,26.4,26.1,50.4
Calgary Flames,20172018,82,37,35,--,10,84,0.512,28,35,2,216,243,2.63,2.96,16,81.8,13.4,84.4,33.6,31.1,49.4
Winnipeg Jets,20112012,82,37,35,--,10,84,0.512,27,33,4,221,242,2.7,2.95,17.9,80.1,14.7,81.2,30.1,30.1,49
Winnipeg Jets,20132014,82,37,35,--,10,84,0.512,24,29,8,219,231,2.67,2.82,15.4,83.2,13.1,84.9,30.7,30.1,46.9
New York Islanders,19931994,84,36,36,12,--,84,0.5,31,36,0,282,264,3.36,3.14,20.1,81.1,17.6,84.7,29.9,30.5,--
Boston Bruins,19911992,80,36,32,12,--,84,0.525,30,36,0,270,275,3.38,3.44,19,80.2,15.5,82.1,33.3,29.2,--
Chicago Blackhawks,20182019,82,36,34,--,12,84,0.512,24,33,3,267,291,3.26,3.55,20.2,72.7,17.2,75.3,32.5,34.8,49.5
Chicago Blackhawks,19631964,70,36,22,12,--,84,0.6,36,36,0,218,169,3.11,2.41,--,--,--,--,32.8,33.1,--
St. Louis Blues,19741975,80,35,31,14,--,84,0.525,35,35,0,269,267,3.36,3.34,--,--,--,--,31.2,30.6,--
Los Angeles Kings,19911992,80,35,31,14,--,84,0.525,34,35,0,287,296,3.59,3.7,19.2,81.8,16.3,84.4,30.2,33.3,--
Philadelphia Flyers,20142015,82,33,31,--,18,84,0.512,25,30,3,212,223,2.59,2.72,23.4,77.1,21.1,78.2,29.4,30.3,51.1
Buffalo Sabres,19881989,80,38,35,7,--,83,0.519,36,38,0,291,299,3.64,3.74,20.5,79,17.3,80.7,27.9,29.7,--
Montréal Canadiens,19431944,50,38,5,7,--,83,0.83,38,38,0,234,109,4.68,2.18,--,--,--,--,--,--,--
Chicago Blackhawks,19841985,80,38,35,7,--,83,0.519,36,38,0,309,299,3.86,3.74,21.8,77.3,20,80.2,30,33.1,--
Vancouver Canucks,20222023,82,38,37,--,7,83,0.506,24,32,6,270,296,3.29,3.61,22.7,71.6,17.6,77.8,29.7,30.8,49.5
Phoenix Coyotes,20072008,82,38,37,--,7,83,0.506,29,33,5,209,225,2.55,2.74,18.6,80.7,15,84,30.5,30.7,48.6
Phoenix Coyotes,19961997,82,38,37,7,--,83,0.506,33,38,0,240,243,2.93,2.96,18.1,85.9,14.2,88.6,30.1,30.7,--
New Jersey Devils,19891990,80,37,34,9,--,83,0.519,34,37,0,295,288,3.69,3.6,19,80.3,15.4,83.2,30.8,30.7,--
St. Louis Blues,19891990,80,37,34,9,--,83,0.519,35,37,0,295,279,3.69,3.49,22.5,80.9,19.1,83.5,29.2,29.5,--
St. Louis Blues,19851986,80,37,34,9,--,83,0.519,32,37,0,302,291,3.78,3.64,21.6,77.2,17.7,80,31.4,32.3,--
Edmonton Oilers,20192020,71,37,25,--,9,83,0.585,31,35,2,223,215,3.14,3.03,29.5,84.4,24.5,85.9,29.6,32,49
Minnesota Wild,20182019,82,37,36,--,9,83,0.506,33,36,1,210,233,2.56,2.84,20.3,81.7,18.7,83.8,31.3,29.5,49.4
Philadelphia Flyers,19921993,84,36,37,11,--,83,0.494,32,36,0,319,319,3.8,3.8,18.1,77.4,15.3,81,29.8,31.8,--
Montréal Canadiens,19641965,70,36,23,11,--,83,0.593,36,36,0,211,185,3.01,2.64,--,--,--,--,33,28.2,--
Ottawa Senators,20082009,82,36,35,--,11,83,0.506,29,32,4,213,231,2.6,2.82,19.5,81.5,18,83.8,29.3,28.5,51.8
Toronto Maple Leafs,20072008,82,36,35,--,11,83,0.506,28,33,3,228,256,2.78,3.12,17.8,78.1,14.9,79.3,31,29.3,49.8
Carolina Hurricanes,20172018,82,36,35,--,11,83,0.506,30,33,3,225,253,2.74,3.09,18.4,77.5,15.9,79.1,33.9,28.9,54.1
Carolina Hurricanes,20132014,82,36,35,--,11,83,0.506,30,34,2,205,226,2.5,2.76,14.6,81.7,11.7,86.3,31.2,30.9,52.6
St. Louis Blues,19911992,80,36,33,11,--,83,0.519,34,36,0,279,266,3.49,3.33,19.2,83.6,15.9,87.7,29.7,33.8,--
St. Louis Blues,19961997,82,36,35,11,--,83,0.506,35,36,0,236,239,2.88,2.91,15.3,83.4,12.8,86.1,29.5,27.4,--
Vancouver Canucks,20132014,82,36,35,--,11,83,0.506,25,31,5,191,216,2.33,2.63,15.2,83.2,13.6,85.4,30.8,28.4,51.4
Dallas Stars,20082009,82,36,35,--,11,83,0.506,25,30,6,224,251,2.73,3.06,15.4,78.6,14.3,79.2,28.9,28.1,47.8
New York Islanders,20022003,82,35,34,11,2,83,0.506,30,35,0,224,231,2.73,2.82,15.1,83.5,13.8,86.4,29.6,28.3,51.1
Montréal Canadiens,19992000,82,35,34,9,4,83,0.506,31,35,0,196,194,2.39,2.37,16.7,86.8,14.2,89.1,26,27.6,48.9
Atlanta Thrashers,20092010,82,35,34,--,13,83,0.506,29,31,4,230,250,2.8,3.05,16.1,82.2,14.9,85,29.4,33.1,50.9
Anaheim Ducks,19981999,82,35,34,13,--,83,0.506,34,35,0,215,206,2.62,2.51,22,84.5,20.1,86.1,28.4,31.7,49
Atlanta Flames,19791980,80,35,32,13,--,83,0.519,35,35,0,282,269,3.53,3.36,23.6,81,20.4,83.2,28.2,30.6,--
Ottawa Senators,19971998,82,34,33,15,--,83,0.506,32,34,0,193,200,2.35,2.44,12.8,84.5,10.4,86.5,29.3,24.9,47.7
Toronto Maple Leafs,19751976,80,34,31,15,--,83,0.519,34,34,0,294,276,3.68,3.45,--,--,--,--,33.7,31.5,--
Anaheim Ducks,19992000,82,34,33,12,3,83,0.506,31,34,0,217,227,2.65,2.77,16.6,79.1,14.2,80.4,28.7,27.5,49.1
Los Angeles Kings,19761977,80,34,31,15,--,83,0.519,34,34,0,271,241,3.39,3.01,--,--,--,--,30.6,28.5,--
Atlanta Flames,19741975,80,34,31,15,--,83,0.519,34,34,0,243,233,3.04,2.91,--,--,--,--,28.4,31.9,--
Florida Panthers,19931994,84,33,34,17,--,83,0.494,31,33,0,233,233,2.77,2.77,15.9,82.6,12.2,84.6,27.3,33.4,--
Chicago Blackhawks,19771978,80,32,29,19,--,83,0.519,32,32,0,230,220,2.88,2.75,21,84.4,19.5,85.8,29.2,30.9,--
Vancouver Canucks,19992000,82,30,29,15,8,83,0.506,26,30,0,227,237,2.77,2.89,15.8,80.4,13.6,83.2,26.7,28,49.8
Minnesota Wild,20032004,82,30,29,20,3,83,0.506,29,30,0,188,183,2.29,2.23,13.6,84.5,11.5,86.9,24.2,29.1,46.7
Vegas Golden Knights,20202021,56,40,14,--,2,82,0.732,30,39,1,190,122,3.39,2.18,17.8,86.8,16.7,89.6,32.7,27.3,49.5
Colorado Avalanche,20152016,82,39,39,--,4,82,0.5,33,35,4,212,240,2.59,2.93,18.1,80.2,14.7,83,28.6,32.3,49.9
Colorado Avalanche,20202021,56,39,13,--,4,82,0.732,35,39,0,197,132,3.52,2.36,22.7,83.1,21.3,83.6,34.6,25.4,51.6
New Jersey Devils,19871988,80,38,36,6,--,82,0.513,34,38,0,295,296,3.69,3.7,20.8,78.4,18.3,82.3,30,28,--
Montréal Canadiens,20152016,82,38,38,--,6,82,0.5,30,33,5,216,233,2.63,2.84,16.2,81.9,12,85,30.5,29.4,50.3
New York Rangers,19881989,80,37,35,8,--,82,0.513,36,37,0,310,307,3.88,3.84,18.6,77,14.9,80.5,34,30.7,--
Philadelphia Flyers,20182019,82,37,37,--,8,82,0.5,28,34,3,241,280,2.94,3.41,17.1,78.5,12.4,80.2,31.5,32.5,54.7
Toronto Maple Leafs,19701971,78,37,33,8,--,82,0.526,37,37,0,248,211,3.18,2.71,--,--,--,--,32.8,33,--
Chicago Blackhawks,19651966,70,37,25,8,--,82,0.586,37,37,0,240,187,3.43,2.67,--,--,--,--,29.8,31.3,--
Chicago Blackhawks,19741975,80,37,35,8,--,82,0.513,37,37,0,268,241,3.35,3.01,--,--,--,--,30.9,29,--
Dallas Stars,20192020,69,37,24,--,8,82,0.594,26,35,2,178,174,2.58,2.52,21.1,79.7,19.1,82,30.6,31.6,51.8
New York Rangers,19871988,80,36,34,10,--,82,0.513,36,36,0,300,283,3.75,3.54,22.6,80.4,20.4,81.8,31.8,30.5,--
Boston Bruins,19841985,80,36,34,10,--,82,0.513,32,36,0,303,287,3.79,3.59,21.8,79.8,19.3,84.9,30,27.2,--
Edmonton Oilers,19911992,80,36,34,10,--,82,0.513,36,36,0,295,297,3.69,3.71,18.6,78,14.5,80.9,27.7,31.1,--
Minnesota North Stars,19921993,84,36,38,10,--,82,0.488,36,36,0,272,293,3.24,3.49,19.1,82.2,15.3,84.2,31.8,29.6,--
New York Islanders,19861987,80,35,33,12,--,82,0.513,30,35,0,279,281,3.49,3.51,25.1,78,22.4,80.1,31,27.8,--
Pittsburgh Penguins,19751976,80,35,33,12,--,82,0.513,35,35,0,339,303,4.24,3.79,--,--,--,--,33.7,32,--
Buffalo Sabres,20012002,82,35,35,11,1,82,0.5,31,35,0,213,200,2.6,2.44,13.3,86.5,11.7,88.8,28,25.9,47.4
Montréal Canadiens,19561957,70,35,23,12,--,82,0.586,35,35,0,210,155,3,2.21,--,--,--,--,--,--,--
Toronto Maple Leafs,19621963,70,35,23,12,--,82,0.586,35,35,0,221,180,3.16,2.57,--,--,--,--,33.4,28,--
Phoenix Coyotes,19971998,82,35,35,12,--,82,0.5,35,35,0,224,227,2.73,2.77,14.8,83.8,13.3,86.3,27.7,27.1,50
Atlanta Flames,19751976,80,35,33,12,--,82,0.513,35,35,0,262,237,3.28,2.96,--,--,--,--,30.5,29.3,--
Calgary Flames,19831984,80,34,32,14,--,82,0.513,30,34,0,311,314,3.89,3.93,21.6,80.3,18.2,84.6,32.1,32.9,--
Los Angeles Kings,19841985,80,34,32,14,--,82,0.513,31,34,0,339,326,4.24,4.08,23.5,81.9,20,85,31.9,30.3,--
Carolina Hurricanes,20112012,82,33,33,--,16,82,0.5,29,32,1,212,237,2.59,2.89,16.7,80.6,15.3,85.3,30.5,32.4,50.7
San Jose Sharks,19931994,84,33,35,16,--,82,0.488,31,33,0,252,265,3,3.15,16,78.6,13,80.3,25,28.4,--
Quebec Nordiques,19811982,80,33,31,16,--,82,0.513,33,33,0,356,345,4.45,4.31,26.8,78.3,23.9,83.4,28.8,29.6,--
Chicago Blackhawks,19751976,80,32,30,18,--,82,0.513,32,32,0,254,261,3.18,3.26,--,--,--,--,29.4,31.2,--
New Jersey Devils,20232024,82,38,39,--,5,81,0.494,32,38,0,264,281,3.22,3.43,22.5,80.7,18.8,81.9,30.7,30,53.5
New Jersey Devils,20102011,82,38,39,--,5,81,0.494,28,35,3,171,207,2.09,2.52,14.4,83.4,11,84.7,28.6,26.2,51.2
Carolina Hurricanes,20192020,68,38,25,--,5,81,0.596,27,33,5,217,193,3.19,2.84,22.3,84,20.4,88.1,33.3,29.3,50.5
Calgary Flames,20232024,82,38,39,--,5,81,0.494,32,38,0,253,267,3.09,3.26,17.9,80.8,13.5,85.3,31.4,29.7,49.6
Phoenix Coyotes,20052006,82,38,39,--,5,81,0.494,28,34,4,242,268,2.95,3.27,17.7,80.9,15.7,82.7,28.3,30.2,49.2
Washington Capitals,19901991,80,37,36,7,--,81,0.506,33,37,0,258,258,3.23,3.23,18.8,86,14.4,90.1,29.6,26.4,--
St. Louis Blues,20222023,82,37,38,--,7,81,0.494,27,34,3,260,298,3.17,3.63,19.3,72.4,13.5,75.6,28.5,32.3,48.5
Columbus Blue Jackets,20212022,82,37,38,--,7,81,0.494,26,33,4,258,297,3.15,3.62,18.6,78.6,15.9,81.5,30,35.2,48.5
Pittsburgh Penguins,19871988,80,36,35,9,--,81,0.506,31,36,0,319,316,3.99,3.95,22,76.4,18.2,79.9,31.3,31.1,--
Toronto Maple Leafs,20192020,70,36,25,--,9,81,0.579,28,35,1,237,222,3.39,3.17,23.1,77.7,19.5,80.3,32.9,31.9,52.5
Edmonton Oilers,19961997,82,36,37,9,--,81,0.494,35,36,0,252,247,3.07,3.01,18,82.5,14.8,85.2,30.7,31.2,--
Buffalo Sabres,20152016,82,35,36,--,11,81,0.494,29,33,2,199,215,2.43,2.62,18.9,82.6,16.5,85.3,29.5,30.6,49.4
Montréal Canadiens,19531954,70,35,24,11,--,81,0.579,35,35,0,195,141,2.79,2.01,--,--,--,--,--,--,--
Florida Panthers,20162017,82,35,36,--,11,81,0.494,23,30,5,205,231,2.5,2.82,17,85.3,14,88.6,32.2,31.6,47.9
Vancouver Canucks,20182019,82,35,36,--,11,81,0.494,22,29,6,219,248,2.67,3.02,17.1,81.1,13.9,83.9,29.7,31.7,49.5
Minnesota Wild,20112012,82,35,36,--,11,81,0.494,22,24,11,166,217,2.02,2.65,15.1,82.1,13.6,83.9,26.5,31.4,51.2
